case_id,prompt_arm,rater,step,presence,correctness,note
review_006,A_flat,rater_deepseek,prep_key_functions,1,1,
review_006,A_flat,rater_deepseek,prep_data_flow,1,1,
review_006,A_flat,rater_deepseek,exec_line_number,1,1,
review_006,A_flat,rater_deepseek,exec_type_label,1,1,
review_006,A_flat,rater_deepseek,exec_severity,1,1,
review_006,A_flat,rater_deepseek,post_fix_code,1,1,
review_006,A_flat,rater_deepseek,post_rationale,1,1,
review_006,A_flat,rater_deepseek,post_regression_check,1,1,
review_006,A_flat,rater_codex,prep_file_purpose,1,1,
review_006,A_flat,rater_codex,prep_key_functions,1,1,
review_006,A_flat,rater_codex,prep_data_flow,1,1,
review_006,A_flat,rater_codex,exec_line_number,1,0,
review_006,A_flat,rater_codex,exec_type_label,1,1,
review_006,A_flat,rater_codex,exec_severity,1,1,
review_006,A_flat,rater_codex,post_fix_code,1,1,
review_006,A_flat,rater_codex,post_rationale,1,1,
review_006,A_flat,rater_codex,post_regression_check,1,1,
review_007,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_007,A_flat,rater_deepseek,prep_key_functions,1,1,
review_007,A_flat,rater_deepseek,prep_data_flow,1,1,
review_007,A_flat,rater_deepseek,exec_line_number,1,1,
review_007,A_flat,rater_deepseek,exec_type_label,1,1,
review_007,A_flat,rater_deepseek,exec_severity,1,0,
review_007,A_flat,rater_deepseek,post_fix_code,1,1,
review_007,A_flat,rater_deepseek,post_rationale,1,1,
review_007,A_flat,rater_deepseek,post_regression_check,1,1,
review_007,A_flat,rater_codex,prep_file_purpose,1,1,
review_007,A_flat,rater_codex,prep_key_functions,1,1,
review_007,A_flat,rater_codex,prep_data_flow,1,1,
review_007,A_flat,rater_codex,exec_line_number,1,1,
review_007,A_flat,rater_codex,exec_type_label,1,1,
review_007,A_flat,rater_codex,exec_severity,1,1,
review_007,A_flat,rater_codex,post_fix_code,1,1,
review_007,A_flat,rater_codex,post_rationale,1,1,
review_007,A_flat,rater_codex,post_regression_check,1,1,
review_008,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_008,A_flat,rater_deepseek,prep_key_functions,1,1,
review_008,A_flat,rater_deepseek,prep_data_flow,1,1,
review_008,A_flat,rater_deepseek,exec_line_number,1,1,
review_008,A_flat,rater_deepseek,exec_type_label,1,1,
review_008,A_flat,rater_deepseek,exec_severity,1,1,
review_008,A_flat,rater_deepseek,post_fix_code,1,1,
review_008,A_flat,rater_deepseek,post_rationale,1,1,
review_008,A_flat,rater_deepseek,post_regression_check,1,1,
review_008,A_flat,rater_codex,prep_file_purpose,1,1,
review_008,A_flat,rater_codex,prep_key_functions,1,1,
review_008,A_flat,rater_codex,prep_data_flow,1,1,
review_008,A_flat,rater_codex,exec_line_number,1,0,
review_008,A_flat,rater_codex,exec_type_label,1,0,
review_008,A_flat,rater_codex,exec_severity,1,0,
review_008,A_flat,rater_codex,post_fix_code,1,0,
review_008,A_flat,rater_codex,post_rationale,1,0,
review_008,A_flat,rater_codex,post_regression_check,1,0,
review_009,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_009,A_flat,rater_deepseek,prep_key_functions,1,1,
review_009,A_flat,rater_deepseek,prep_data_flow,1,1,
review_009,A_flat,rater_deepseek,exec_line_number,1,1,
review_009,A_flat,rater_deepseek,exec_type_label,1,1,
review_009,A_flat,rater_deepseek,exec_severity,1,0,
review_009,A_flat,rater_deepseek,post_fix_code,1,1,
review_009,A_flat,rater_deepseek,post_rationale,1,1,
review_009,A_flat,rater_deepseek,post_regression_check,1,1,
review_009,A_flat,rater_codex,prep_file_purpose,1,1,
review_009,A_flat,rater_codex,prep_key_functions,1,1,
review_009,A_flat,rater_codex,prep_data_flow,1,1,
review_009,A_flat,rater_codex,exec_line_number,1,1,
review_009,A_flat,rater_codex,exec_type_label,1,1,
review_009,A_flat,rater_codex,exec_severity,1,0,
review_009,A_flat,rater_codex,post_fix_code,1,1,
review_009,A_flat,rater_codex,post_rationale,1,1,
review_009,A_flat,rater_codex,post_regression_check,1,1,
review_010,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_010,A_flat,rater_deepseek,prep_key_functions,1,1,
review_010,A_flat,rater_deepseek,prep_data_flow,1,1,
review_010,A_flat,rater_deepseek,exec_line_number,1,1,
review_010,A_flat,rater_deepseek,exec_type_label,1,1,
review_010,A_flat,rater_deepseek,exec_severity,1,1,
review_010,A_flat,rater_deepseek,post_fix_code,1,1,
review_010,A_flat,rater_deepseek,post_rationale,1,1,
review_010,A_flat,rater_deepseek,post_regression_check,1,1,
review_010,A_flat,rater_codex,prep_file_purpose,1,1,
review_010,A_flat,rater_codex,prep_key_functions,1,1,
review_010,A_flat,rater_codex,prep_data_flow,1,1,
review_010,A_flat,rater_codex,exec_line_number,1,1,
review_010,A_flat,rater_codex,exec_type_label,1,1,
review_010,A_flat,rater_codex,exec_severity,1,0,
review_010,A_flat,rater_codex,post_fix_code,1,1,
review_010,A_flat,rater_codex,post_rationale,1,1,
review_010,A_flat,rater_codex,post_regression_check,1,1,
review_011,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_011,A_flat,rater_deepseek,prep_key_functions,1,1,
review_011,A_flat,rater_deepseek,prep_data_flow,1,1,
review_011,A_flat,rater_deepseek,exec_line_number,1,1,
review_011,A_flat,rater_deepseek,exec_type_label,1,1,
review_011,A_flat,rater_deepseek,exec_severity,1,1,
review_011,A_flat,rater_deepseek,post_fix_code,1,1,
review_011,A_flat,rater_deepseek,post_rationale,1,1,
review_011,A_flat,rater_deepseek,post_regression_check,1,1,
review_011,A_flat,rater_codex,prep_file_purpose,1,1,
review_011,A_flat,rater_codex,prep_key_functions,1,1,
review_011,A_flat,rater_codex,prep_data_flow,1,1,
review_011,A_flat,rater_codex,exec_line_number,1,1,
review_011,A_flat,rater_codex,exec_type_label,1,1,
review_011,A_flat,rater_codex,exec_severity,1,1,
review_011,A_flat,rater_codex,post_fix_code,1,0,
review_011,A_flat,rater_codex,post_rationale,1,0,
review_011,A_flat,rater_codex,post_regression_check,1,0,
review_012,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_012,A_flat,rater_deepseek,prep_key_functions,1,1,
review_012,A_flat,rater_deepseek,prep_data_flow,1,1,
review_012,A_flat,rater_deepseek,exec_line_number,1,1,
review_012,A_flat,rater_deepseek,exec_type_label,1,1,
review_012,A_flat,rater_deepseek,exec_severity,1,1,
review_012,A_flat,rater_deepseek,post_fix_code,1,1,
review_012,A_flat,rater_deepseek,post_rationale,1,1,
review_012,A_flat,rater_deepseek,post_regression_check,1,1,
review_012,A_flat,rater_codex,prep_file_purpose,1,1,
review_012,A_flat,rater_codex,prep_key_functions,1,1,
review_012,A_flat,rater_codex,prep_data_flow,1,1,
review_012,A_flat,rater_codex,exec_line_number,1,1,
review_012,A_flat,rater_codex,exec_type_label,1,1,
review_012,A_flat,rater_codex,exec_severity,1,1,
review_012,A_flat,rater_codex,post_fix_code,1,1,
review_012,A_flat,rater_codex,post_rationale,1,1,
review_012,A_flat,rater_codex,post_regression_check,1,1,
review_013,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_013,A_flat,rater_deepseek,prep_key_functions,1,1,
review_013,A_flat,rater_deepseek,prep_data_flow,1,1,
review_013,A_flat,rater_deepseek,exec_line_number,1,1,
review_013,A_flat,rater_deepseek,exec_type_label,1,1,
review_013,A_flat,rater_deepseek,exec_severity,1,1,
review_013,A_flat,rater_deepseek,post_fix_code,1,1,
review_013,A_flat,rater_deepseek,post_rationale,1,1,
review_013,A_flat,rater_deepseek,post_regression_check,1,1,
review_013,A_flat,rater_codex,prep_file_purpose,1,1,
review_013,A_flat,rater_codex,prep_key_functions,1,1,
review_013,A_flat,rater_codex,prep_data_flow,1,1,
review_013,A_flat,rater_codex,exec_line_number,1,1,
review_013,A_flat,rater_codex,exec_type_label,1,1,
review_013,A_flat,rater_codex,exec_severity,1,1,
review_013,A_flat,rater_codex,post_fix_code,1,1,
review_013,A_flat,rater_codex,post_rationale,1,1,
review_013,A_flat,rater_codex,post_regression_check,1,1,
review_014,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_014,A_flat,rater_deepseek,prep_key_functions,1,1,
review_014,A_flat,rater_deepseek,prep_data_flow,1,1,
review_014,A_flat,rater_deepseek,exec_line_number,1,1,
review_014,A_flat,rater_deepseek,exec_type_label,1,1,
review_014,A_flat,rater_deepseek,exec_severity,1,1,
review_014,A_flat,rater_deepseek,post_fix_code,1,1,
review_014,A_flat,rater_deepseek,post_rationale,1,1,
review_014,A_flat,rater_deepseek,post_regression_check,1,1,
review_014,A_flat,rater_codex,prep_file_purpose,1,1,
review_014,A_flat,rater_codex,prep_key_functions,1,1,
review_014,A_flat,rater_codex,prep_data_flow,1,1,
review_014,A_flat,rater_codex,exec_line_number,1,1,
review_014,A_flat,rater_codex,exec_type_label,1,1,
review_014,A_flat,rater_codex,exec_severity,1,1,
review_014,A_flat,rater_codex,post_fix_code,1,1,
review_014,A_flat,rater_codex,post_rationale,1,1,
review_014,A_flat,rater_codex,post_regression_check,1,1,
review_015,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_015,A_flat,rater_deepseek,prep_key_functions,1,1,
review_015,A_flat,rater_deepseek,prep_data_flow,1,1,
review_015,A_flat,rater_deepseek,exec_line_number,1,1,
review_015,A_flat,rater_deepseek,exec_type_label,1,1,
review_015,A_flat,rater_deepseek,exec_severity,1,1,
review_015,A_flat,rater_deepseek,post_fix_code,1,1,
review_015,A_flat,rater_deepseek,post_rationale,1,1,
review_015,A_flat,rater_deepseek,post_regression_check,1,1,
review_015,A_flat,rater_codex,prep_file_purpose,1,1,
review_015,A_flat,rater_codex,prep_key_functions,1,1,
review_015,A_flat,rater_codex,prep_data_flow,1,1,
review_015,A_flat,rater_codex,exec_line_number,1,1,
review_015,A_flat,rater_codex,exec_type_label,1,1,
review_015,A_flat,rater_codex,exec_severity,1,1,
review_015,A_flat,rater_codex,post_fix_code,1,1,
review_015,A_flat,rater_codex,post_rationale,1,1,
review_015,A_flat,rater_codex,post_regression_check,1,1,
review_016,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_016,A_flat,rater_deepseek,prep_key_functions,1,1,
review_016,A_flat,rater_deepseek,prep_data_flow,1,1,
review_016,A_flat,rater_deepseek,exec_line_number,1,1,
review_016,A_flat,rater_deepseek,exec_type_label,1,1,
review_016,A_flat,rater_deepseek,exec_severity,1,0,
review_016,A_flat,rater_deepseek,post_fix_code,1,1,
review_016,A_flat,rater_deepseek,post_rationale,1,1,
review_016,A_flat,rater_deepseek,post_regression_check,1,1,
review_016,A_flat,rater_codex,prep_file_purpose,1,1,
review_016,A_flat,rater_codex,prep_key_functions,1,1,
review_016,A_flat,rater_codex,prep_data_flow,1,1,
review_016,A_flat,rater_codex,exec_line_number,1,1,
review_016,A_flat,rater_codex,exec_type_label,1,1,
review_016,A_flat,rater_codex,exec_severity,1,0,
review_016,A_flat,rater_codex,post_fix_code,1,1,
review_016,A_flat,rater_codex,post_rationale,1,1,
review_016,A_flat,rater_codex,post_regression_check,1,1,
review_017,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_017,A_flat,rater_deepseek,prep_key_functions,1,1,
review_017,A_flat,rater_deepseek,prep_data_flow,1,1,
review_017,A_flat,rater_deepseek,exec_line_number,1,1,
review_017,A_flat,rater_deepseek,exec_type_label,1,1,
review_017,A_flat,rater_deepseek,exec_severity,1,1,
review_017,A_flat,rater_deepseek,post_fix_code,1,1,
review_017,A_flat,rater_deepseek,post_rationale,1,1,
review_017,A_flat,rater_deepseek,post_regression_check,1,1,
review_017,A_flat,rater_codex,prep_file_purpose,1,1,
review_017,A_flat,rater_codex,prep_key_functions,1,1,
review_017,A_flat,rater_codex,prep_data_flow,1,1,
review_017,A_flat,rater_codex,exec_line_number,1,0,
review_017,A_flat,rater_codex,exec_type_label,1,1,
review_017,A_flat,rater_codex,exec_severity,1,1,
review_017,A_flat,rater_codex,post_fix_code,1,1,
review_017,A_flat,rater_codex,post_rationale,1,1,
review_017,A_flat,rater_codex,post_regression_check,1,1,
review_018,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_018,A_flat,rater_deepseek,prep_key_functions,1,1,
review_018,A_flat,rater_deepseek,prep_data_flow,1,1,
review_018,A_flat,rater_deepseek,exec_line_number,1,1,
review_018,A_flat,rater_deepseek,exec_type_label,1,1,
review_018,A_flat,rater_deepseek,exec_severity,1,0,
review_018,A_flat,rater_deepseek,post_fix_code,1,1,
review_018,A_flat,rater_deepseek,post_rationale,1,1,
review_018,A_flat,rater_deepseek,post_regression_check,1,1,
review_018,A_flat,rater_codex,prep_file_purpose,1,1,
review_018,A_flat,rater_codex,prep_key_functions,1,1,
review_018,A_flat,rater_codex,prep_data_flow,1,1,
review_018,A_flat,rater_codex,exec_line_number,1,1,
review_018,A_flat,rater_codex,exec_type_label,1,1,
review_018,A_flat,rater_codex,exec_severity,1,0,
review_018,A_flat,rater_codex,post_fix_code,1,1,
review_018,A_flat,rater_codex,post_rationale,1,1,
review_018,A_flat,rater_codex,post_regression_check,1,1,
review_019,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_019,A_flat,rater_deepseek,prep_key_functions,1,1,
review_019,A_flat,rater_deepseek,prep_data_flow,1,1,
review_019,A_flat,rater_deepseek,exec_line_number,1,1,
review_019,A_flat,rater_deepseek,exec_type_label,1,1,
review_019,A_flat,rater_deepseek,exec_severity,1,0,
review_019,A_flat,rater_deepseek,post_fix_code,1,1,
review_019,A_flat,rater_deepseek,post_rationale,1,1,
review_019,A_flat,rater_deepseek,post_regression_check,1,1,
review_019,A_flat,rater_codex,prep_file_purpose,1,1,
review_019,A_flat,rater_codex,prep_key_functions,1,1,
review_019,A_flat,rater_codex,prep_data_flow,1,1,
review_019,A_flat,rater_codex,exec_line_number,1,1,
review_019,A_flat,rater_codex,exec_type_label,1,1,
review_019,A_flat,rater_codex,exec_severity,1,0,
review_019,A_flat,rater_codex,post_fix_code,1,1,
review_019,A_flat,rater_codex,post_rationale,1,1,
review_019,A_flat,rater_codex,post_regression_check,1,1,
review_020,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_020,A_flat,rater_deepseek,prep_key_functions,1,1,
review_020,A_flat,rater_deepseek,prep_data_flow,1,1,
review_020,A_flat,rater_deepseek,exec_line_number,1,1,
review_020,A_flat,rater_deepseek,exec_type_label,1,1,
review_020,A_flat,rater_deepseek,exec_severity,1,1,
review_020,A_flat,rater_deepseek,post_fix_code,1,1,
review_020,A_flat,rater_deepseek,post_rationale,1,1,
review_020,A_flat,rater_deepseek,post_regression_check,1,1,
review_020,A_flat,rater_codex,prep_file_purpose,1,1,
review_020,A_flat,rater_codex,prep_key_functions,1,1,
review_020,A_flat,rater_codex,prep_data_flow,1,1,
review_020,A_flat,rater_codex,exec_line_number,1,1,
review_020,A_flat,rater_codex,exec_type_label,1,1,
review_020,A_flat,rater_codex,exec_severity,1,1,
review_020,A_flat,rater_codex,post_fix_code,1,1,
review_020,A_flat,rater_codex,post_rationale,1,1,
review_020,A_flat,rater_codex,post_regression_check,1,1,
review_021,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_021,A_flat,rater_deepseek,prep_key_functions,1,1,
review_021,A_flat,rater_deepseek,prep_data_flow,1,1,
review_021,A_flat,rater_deepseek,exec_line_number,1,1,
review_021,A_flat,rater_deepseek,exec_type_label,1,1,
review_021,A_flat,rater_deepseek,exec_severity,1,0,
review_021,A_flat,rater_deepseek,post_fix_code,1,1,
review_021,A_flat,rater_deepseek,post_rationale,1,0,
review_021,A_flat,rater_deepseek,post_regression_check,1,1,
review_021,A_flat,rater_codex,prep_file_purpose,1,1,
review_021,A_flat,rater_codex,prep_key_functions,1,1,
review_021,A_flat,rater_codex,prep_data_flow,1,1,
review_021,A_flat,rater_codex,exec_line_number,1,0,
review_021,A_flat,rater_codex,exec_type_label,1,0,
review_021,A_flat,rater_codex,exec_severity,1,0,
review_021,A_flat,rater_codex,post_fix_code,1,1,
review_021,A_flat,rater_codex,post_rationale,1,1,
review_021,A_flat,rater_codex,post_regression_check,1,1,
review_022,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_022,A_flat,rater_deepseek,prep_key_functions,1,1,
review_022,A_flat,rater_deepseek,prep_data_flow,1,1,
review_022,A_flat,rater_deepseek,exec_line_number,1,1,
review_022,A_flat,rater_deepseek,exec_type_label,1,1,
review_022,A_flat,rater_deepseek,exec_severity,1,1,
review_022,A_flat,rater_deepseek,post_fix_code,1,1,
review_022,A_flat,rater_deepseek,post_rationale,1,1,
review_022,A_flat,rater_deepseek,post_regression_check,1,1,
review_022,A_flat,rater_codex,prep_file_purpose,1,1,
review_022,A_flat,rater_codex,prep_key_functions,1,1,
review_022,A_flat,rater_codex,prep_data_flow,1,1,
review_022,A_flat,rater_codex,exec_line_number,1,0,
review_022,A_flat,rater_codex,exec_type_label,1,0,
review_022,A_flat,rater_codex,exec_severity,1,0,
review_022,A_flat,rater_codex,post_fix_code,1,1,
review_022,A_flat,rater_codex,post_rationale,1,1,
review_022,A_flat,rater_codex,post_regression_check,1,1,
review_023,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_023,A_flat,rater_deepseek,prep_key_functions,1,1,
review_023,A_flat,rater_deepseek,prep_data_flow,1,1,
review_023,A_flat,rater_deepseek,exec_line_number,1,1,
review_023,A_flat,rater_deepseek,exec_type_label,1,1,
review_023,A_flat,rater_deepseek,exec_severity,1,1,
review_023,A_flat,rater_deepseek,post_fix_code,1,1,
review_023,A_flat,rater_deepseek,post_rationale,1,1,
review_023,A_flat,rater_deepseek,post_regression_check,1,1,
review_023,A_flat,rater_codex,prep_file_purpose,1,1,
review_023,A_flat,rater_codex,prep_key_functions,1,1,
review_023,A_flat,rater_codex,prep_data_flow,1,1,
review_023,A_flat,rater_codex,exec_line_number,1,0,
review_023,A_flat,rater_codex,exec_type_label,1,0,
review_023,A_flat,rater_codex,exec_severity,1,0,
review_023,A_flat,rater_codex,post_fix_code,1,0,
review_023,A_flat,rater_codex,post_rationale,1,0,
review_023,A_flat,rater_codex,post_regression_check,1,1,
review_024,A_flat,rater_deepseek,prep_file_purpose,1,1,
review_024,A_flat,rater_deepseek,prep_key_functions,1,1,
review_024,A_flat,rater_deepseek,prep_data_flow,1,1,
review_024,A_flat,rater_deepseek,exec_line_number,1,1,
review_024,A_flat,rater_deepseek,exec_type_label,1,1,
review_024,A_flat,rater_deepseek,exec_severity,1,1,
review_024,A_flat,rater_deepseek,post_fix_code,1,1,
review_024,A_flat,rater_deepseek,post_rationale,1,1,
review_024,A_flat,rater_deepseek,post_regression_check,1,1,
review_024,A_flat,rater_codex,prep_file_purpose,1,1,
review_024,A_flat,rater_codex,prep_key_functions,1,1,
review_024,A_flat,rater_codex,prep_data_flow,1,1,
review_024,A_flat,rater_codex,exec_line_number,1,0,
review_024,A_flat,rater_codex,exec_type_label,1,0,
review_024,A_flat,rater_codex,exec_severity,1,0,
review_024,A_flat,rater_codex,post_fix_code,1,0,
review_024,A_flat,rater_codex,post_rationale,1,0,
review_024,A_flat,rater_codex,post_regression_check,1,0,
review_001,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_001,B_structured,rater_deepseek,prep_key_functions,1,1,
review_001,B_structured,rater_deepseek,prep_data_flow,1,1,
review_001,B_structured,rater_deepseek,exec_line_number,1,1,
review_001,B_structured,rater_deepseek,exec_type_label,1,1,
review_001,B_structured,rater_deepseek,exec_severity,1,0,
review_001,B_structured,rater_deepseek,post_fix_code,1,1,
review_001,B_structured,rater_deepseek,post_rationale,1,1,
review_001,B_structured,rater_deepseek,post_regression_check,1,1,
review_001,B_structured,rater_codex,prep_file_purpose,1,1,
review_001,B_structured,rater_codex,prep_key_functions,1,1,
review_001,B_structured,rater_codex,prep_data_flow,1,1,
review_001,B_structured,rater_codex,exec_line_number,1,1,
review_001,B_structured,rater_codex,exec_type_label,1,1,
review_001,B_structured,rater_codex,exec_severity,1,0,
review_001,B_structured,rater_codex,post_fix_code,1,1,
review_001,B_structured,rater_codex,post_rationale,1,1,
review_001,B_structured,rater_codex,post_regression_check,1,1,
review_002,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_002,B_structured,rater_deepseek,prep_key_functions,1,1,
review_002,B_structured,rater_deepseek,prep_data_flow,1,1,
review_002,B_structured,rater_deepseek,exec_line_number,1,1,
review_002,B_structured,rater_deepseek,exec_type_label,1,1,
review_002,B_structured,rater_deepseek,exec_severity,1,0,
review_002,B_structured,rater_deepseek,post_fix_code,1,1,
review_002,B_structured,rater_deepseek,post_rationale,1,1,
review_002,B_structured,rater_deepseek,post_regression_check,1,1,
review_002,B_structured,rater_codex,prep_file_purpose,1,1,
review_002,B_structured,rater_codex,prep_key_functions,1,1,
review_002,B_structured,rater_codex,prep_data_flow,1,1,
review_002,B_structured,rater_codex,exec_line_number,1,1,
review_002,B_structured,rater_codex,exec_type_label,1,1,
review_002,B_structured,rater_codex,exec_severity,1,0,
review_002,B_structured,rater_codex,post_fix_code,1,1,
review_002,B_structured,rater_codex,post_rationale,1,1,
review_002,B_structured,rater_codex,post_regression_check,1,1,
review_003,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_003,B_structured,rater_deepseek,prep_key_functions,1,1,
review_003,B_structured,rater_deepseek,prep_data_flow,1,1,
review_003,B_structured,rater_deepseek,exec_line_number,1,1,
review_003,B_structured,rater_deepseek,exec_type_label,1,1,
review_003,B_structured,rater_deepseek,exec_severity,1,1,
review_003,B_structured,rater_deepseek,post_fix_code,1,1,
review_003,B_structured,rater_deepseek,post_rationale,1,0,
review_003,B_structured,rater_deepseek,post_regression_check,1,1,
review_003,B_structured,rater_codex,prep_file_purpose,1,1,
review_003,B_structured,rater_codex,prep_key_functions,1,1,
review_003,B_structured,rater_codex,prep_data_flow,1,1,
review_003,B_structured,rater_codex,exec_line_number,1,1,
review_003,B_structured,rater_codex,exec_type_label,1,1,
review_003,B_structured,rater_codex,exec_severity,1,1,
review_003,B_structured,rater_codex,post_fix_code,1,1,
review_003,B_structured,rater_codex,post_rationale,1,1,
review_003,B_structured,rater_codex,post_regression_check,1,1,
review_004,B_structured,rater_deepseek,prep_file_purpose,1,1,
review_004,B_structured,rater_deepseek,prep_key_functions,1,1,
review_004,B_structured,rater_deepseek,prep_data_flow,1,1,
review_004,B_structured,rater_deepseek,exec_line_number,1,1,
review_004,B_structured,rater_deepseek,exec_type_label,1,1,
review_004,B_structured,rater_deepseek,exec_severity,1,1,
review_004,B_structured,rater_deepseek,post_fix_code,1,1,
review_004,B_structured,rater_deepseek,post_rationale,1,1,
